,ACC.NS,ADANIGREEN.NS,ADANIPOWER.NS,AMBUJACEM.NS,APLAPOLLO.NS,BPCL.NS,COALINDIA.NS,DALBHARAT.NS,DEEPAKNTR.NS,GRASIM.NS,HINDALCO.NS,HINDPETRO.NS,IOC.NS,JINDALSTEL.NS,JSWSTEEL.NS,NTPC.NS,ONGC.NS,PIDILITIND.NS,PIIND.NS,RELIANCE.NS,SAIL.NS,SHREECEM.NS,SRF.NS,TATACHEM.NS,TATAPOWER.NS,TATASTEEL.NS,ULTRACEMCO.NS,UPL.NS,VEDL.NS
JSWSTEEL.NS,0.31006539735248384,0.21883909728128656,0.2345703122215686,0.2546346575140302,0.23246640062782375,0.2851991522057815,0.41689543425656356,0.32870457992282776,0.31096046486208617,0.46874292106283033,0.6453056886652244,0.23643883312113204,0.2908419489908062,0.772876198376988,1.0,0.3598661753917907,0.3365861295066537,0.1882561417075967,0.2806204667065395,0.34675253309085496,0.6918105109229993,0.2652917722028832,0.33677555431632766,0.3816088603976432,0.411769724514105,0.8066463774783782,0.3506331861504246,0.4125807296204978,0.5497369349204622
NTPC.NS,0.29753303736133396,0.16299987522165005,0.30690304871905005,0.2687956415177073,0.15030164494660297,0.36460963414438924,0.49233007002090534,0.24680504658212385,0.2705420030344005,0.3123090230542927,0.3112041413858016,0.27868507947893467,0.4244953347957869,0.34384081118697246,0.3598661753917907,1.0,0.42685962954010964,0.1671119886550607,0.18348493119117223,0.28532054319652256,0.4312017031165031,0.24339510740495818,0.3081602082245492,0.3600045646082328,0.5027489097221132,0.3804809237196868,0.21183107338334442,0.2773840804279915,0.34353652611637625
ONGC.NS,0.1126888562890553,0.1709828052935534,0.16802396173597187,0.1023932630158597,0.10929835873324716,0.29747717378012234,0.4701039341943687,0.09134326227340527,0.18456801273553655,0.17267146158654775,0.37319707072836533,0.2786844594437584,0.3887086952777443,0.34875371977908814,0.3365861295066537,0.42685962954010964,1.0,-0.049488849861936975,0.12004085378887407,0.32632370885919193,0.366174114554054,0.032735416179058625,0.1644790463817404,0.24015160784265346,0.29876835689590564,0.3717819183428889,0.048026155710303435,0.2421280777220351,0.3800417905663513
PIDILITIND.NS,0.25778726494657545,0.11249835911513202,0.14878761212133676,0.22588415096495124,0.2110947537839181,0.20611792779382054,0.10831511783864538,0.3241723315829574,0.338612551440008,0.34819866916951275,0.1343402627123657,0.18719028310357286,0.23542234221775746,0.15508931600341844,0.1882561417075967,0.1671119886550607,-0.049488849861936975,1.0,0.2597781569763973,0.2352362656576119,0.21198455448799364,0.24700860831806418,0.3348792868225494,0.25497944653448384,0.23483558396440313,0.1700999635054953,0.31894844812779444,0.26766803039714526,0.09496842800540746
PIIND.NS,0.23502487469327732,0.1295374852557655,0.22913562523161454,0.20593801952450957,0.19696592245879269,0.2501451819741844,0.21642585431933578,0.31964594204671076,0.40830716941610185,0.3171324448176831,0.2507266173362001,0.18065964935898815,0.20214582811957912,0.2626118525447643,0.2806204667065395,0.18348493119117223,0.12004085378887407,0.2597781569763973,1.0,0.25330186983000563,0.28333621692238103,0.25726964667096086,0.4557457314201353,0.3018651913538029,0.2967485624798689,0.2718980880163539,0.27828498658194034,0.3143006146826316,0.24306859842501233
RELIANCE.NS,0.2840744919148667,0.1823882058655324,0.21895529810776843,0.25902072702879914,0.20152652090467849,0.31562507057644695,0.35647660967326833,0.24697665874699587,0.30046680024128253,0.3568299835900304,0.3425746255566565,0.23731587175431212,0.31000081076283437,0.3158473962699877,0.34675253309085496,0.28532054319652256,0.32632370885919193,0.2352362656576119,0.25330186983000563,1.0,0.3285550228275449,0.21125440194202455,0.3378467522855869,0.3271652409920253,0.3244586232080837,0.37551969229199633,0.3095333962119514,0.3039774844965651,0.33475502292503934
SAIL.NS,0.38450742612282185,0.23721359628527056,0.28518337932967314,0.32021130577953993,0.2892509083761719,0.42779594256374187,0.5099799470202743,0.36961713357076786,0.392529143266731,0.4186976168513544,0.6573824820624351,0.32824916688388234,0.4599292620250754,0.738442339561242,0.6918105109229993,0.4312017031165031,0.366174114554054,0.21198455448799364,0.28333621692238103,0.3285550228275449,1.0,0.265613068764655,0.33915278575837543,0.4594148128926395,0.5389142520611633,0.789494644998082,0.33347405746174713,0.4157263680079,0.5855896110155672
SHREECEM.NS,0.4339391093834387,0.14750764438397193,0.22784503278443227,0.40527558201687386,0.1776005572610212,0.2309374249082513,0.19127122195034443,0.43306851638239535,0.23840561038407973,0.45963486410303206,0.2025851966369065,0.17572294389001974,0.18949729687855874,0.2463781375883675,0.2652917722028832,0.24339510740495818,0.032735416179058625,0.24700860831806418,0.25726964667096086,0.21125440194202455,0.265613068764655,1.0,0.3299060243207087,0.2242894035642496,0.27542853304281034,0.2392933959744424,0.59462637186301,0.28180934081147246,0.17640759328651434
SRF.NS,0.3296954580886255,0.17296563956731117,0.27684907208717335,0.2666346186855299,0.2238892646551083,0.2607643771801356,0.304118843254547,0.37845197710770134,0.5592393291876521,0.3988463649979312,0.30639173364887246,0.19656719028913547,0.2669218294616117,0.33289230291845906,0.33677555431632766,0.3081602082245492,0.1644790463817404,0.3348792868225494,0.4557457314201353,0.3378467522855869,0.33915278575837543,0.3299060243207087,1.0,0.4034034528761065,0.38313769376162204,0.35512336760695035,0.33674596850654426,0.3811561185357036,0.30774086546391455
TATACHEM.NS,0.3029461841407806,0.19322899667107454,0.26764334841457643,0.28666778724177305,0.2143071214485828,0.2865246169091632,0.3748696459660006,0.3154656649418407,0.49623490771060397,0.36789097981700425,0.39750200304161964,0.23154737807013154,0.31849765016255277,0.4188356240017681,0.3816088603976432,0.3600045646082328,0.24015160784265346,0.25497944653448384,0.3018651913538029,0.3271652409920253,0.4594148128926395,0.2242894035642496,0.4034034528761065,1.0,0.5168337992729976,0.44667005438090174,0.23333914449150572,0.4406507798814205,0.3974627133151795
TATAPOWER.NS,0.3487262517419547,0.22643510084356466,0.39247511746851893,0.32930234291222144,0.2338743418854544,0.35795039728653416,0.4591544918811364,0.3127717332610417,0.36149948812597377,0.3640399353749157,0.3848585980422786,0.29098070112228674,0.39918734643485454,0.4327879803729223,0.411769724514105,0.5027489097221132,0.29876835689590564,0.23483558396440313,0.2967485624798689,0.3244586232080837,0.5389142520611633,0.27542853304281034,0.38313769376162204,0.5168337992729976,1.0,0.449426819824212,0.2862466159366604,0.3648075861978583,0.46454083453853556
TATASTEEL.NS,0.32578799327828184,0.21784675628898903,0.24514387559112458,0.25593221736609717,0.2754078587591328,0.30186231886185255,0.48894219802166156,0.35741671552379006,0.35090668705115957,0.4131694497167447,0.71819383253904,0.2457299260712646,0.3338130983974988,0.8139046070461113,0.8066463774783782,0.3804809237196868,0.3717819183428889,0.1700999635054953,0.2718980880163539,0.37551969229199633,0.789494644998082,0.2392933959744424,0.35512336760695035,0.44667005438090174,0.449426819824212,1.0,0.32840912523898164,0.43920973771228883,0.6041378731659194
ULTRACEMCO.NS,0.4943812799289893,0.13731812367209204,0.2047788873480154,0.44905813461479965,0.18021298584382792,0.2908519551427237,0.14540138903741498,0.5450301401925512,0.3218543931654215,0.6092536816060969,0.2683212302626068,0.2001040037734601,0.24072681752260167,0.324652802742886,0.3506331861504246,0.21183107338334442,0.048026155710303435,0.31894844812779444,0.27828498658194034,0.3095333962119514,0.33347405746174713,0.59462637186301,0.33674596850654426,0.23333914449150572,0.2862466159366604,0.32840912523898164,1.0,0.2861742883082038,0.21645134058205154
UPL.NS,0.2978719297040517,0.17533893365391892,0.22374507476212044,0.25668743793304044,0.1935449751100199,0.2809231370236856,0.3536758337617005,0.34861372455831224,0.3951958103446844,0.34749069831735857,0.3991909452462566,0.24959539346445475,0.2815020458127433,0.41651149275118093,0.4125807296204978,0.2773840804279915,0.2421280777220351,0.26766803039714526,0.3143006146826316,0.3039774844965651,0.4157263680079,0.28180934081147246,0.3811561185357036,0.4406507798814205,0.3648075861978583,0.43920973771228883,0.2861742883082038,1.0,0.3890606344765663
VEDL.NS,0.26361848725503373,0.19292705965557305,0.2536842374106862,0.2521108518619948,0.1643581248044511,0.25036663767012807,0.4426423656587128,0.29165493386543456,0.3055118340451228,0.3007971649579678,0.5911117386962973,0.20718231406305393,0.3148019677475743,0.5476102214760675,0.5497369349204622,0.34353652611637625,0.3800417905663513,0.09496842800540746,0.24306859842501233,0.33475502292503934,0.5855896110155672,0.17640759328651434,0.30774086546391455,0.3974627133151795,0.46454083453853556,0.6041378731659194,0.21645134058205154,0.3890606344765663,1.0
