,ACC.NS,ADANIGREEN.NS,ADANIPOWER.NS,AMBUJACEM.NS,APLAPOLLO.NS,BPCL.NS,COALINDIA.NS,DALBHARAT.NS,DEEPAKNTR.NS,GRASIM.NS,HINDALCO.NS,HINDPETRO.NS,IOC.NS,JINDALSTEL.NS,JSWSTEEL.NS,NTPC.NS,ONGC.NS,PIDILITIND.NS,PIIND.NS,RELIANCE.NS,SAIL.NS,SHREECEM.NS,SRF.NS,TATACHEM.NS,TATAPOWER.NS,TATASTEEL.NS,ULTRACEMCO.NS,UPL.NS,VEDL.NS
ACC.NS,1.0,0.32270991080881467,0.3465705563549365,0.8149591364743866,0.17881733089209864,0.3072740035229287,0.21425556278591962,0.4864003616149914,0.28902544027294347,0.4744804760366766,0.2906015393843685,0.2712615956317458,0.29436346549442327,0.3540263087201429,0.31006539735248384,0.29753303736133396,0.1126888562890553,0.25778726494657545,0.23502487469327732,0.2840744919148667,0.38450742612282185,0.4339391093834387,0.3296954580886255,0.3029461841407806,0.3487262517419547,0.32578799327828184,0.4943812799289893,0.2978719297040517,0.26361848725503373
ADANIGREEN.NS,0.32270991080881467,1.0,0.4618206148461445,0.35759624078496055,0.07358239499546468,0.20799716764715664,0.16254627933006052,0.1911870328107882,0.13649374080174906,0.20697904871744932,0.19017622850465765,0.22589986485790167,0.21410072537057817,0.1866317753157472,0.21883909728128656,0.16299987522165005,0.1709828052935534,0.11249835911513202,0.1295374852557655,0.1823882058655324,0.23721359628527056,0.14750764438397193,0.17296563956731117,0.19322899667107454,0.22643510084356466,0.21784675628898903,0.13731812367209204,0.17533893365391892,0.19292705965557305
ADANIPOWER.NS,0.3465705563549365,0.4618206148461445,1.0,0.3109330300846591,0.16218778305839746,0.20817217227879778,0.24463802026293505,0.2477191330442713,0.23741883753508672,0.2563950267208023,0.23095570193763842,0.18470056277391997,0.2199272783569417,0.2652674706377955,0.2345703122215686,0.30690304871905005,0.16802396173597187,0.14878761212133676,0.22913562523161454,0.21895529810776843,0.28518337932967314,0.22784503278443227,0.27684907208717335,0.26764334841457643,0.39247511746851893,0.24514387559112458,0.2047788873480154,0.22374507476212044,0.2536842374106862
AMBUJACEM.NS,0.8149591364743866,0.35759624078496055,0.3109330300846591,1.0,0.1474185599884656,0.2706463302289766,0.1879547042785065,0.4478621135872722,0.2556473630894394,0.4155593577373554,0.2177131727786903,0.24814167309199955,0.28932650995187026,0.25891392798043045,0.2546346575140302,0.2687956415177073,0.1023932630158597,0.22588415096495124,0.20593801952450957,0.25902072702879914,0.32021130577953993,0.40527558201687386,0.2666346186855299,0.28666778724177305,0.32930234291222144,0.25593221736609717,0.44905813461479965,0.25668743793304044,0.2521108518619948
APLAPOLLO.NS,0.17881733089209864,0.07358239499546468,0.16218778305839746,0.1474185599884656,1.0,0.18082656714654333,0.15271563886190423,0.21488158844591837,0.31060280960687525,0.20434720517941424,0.2236005203432108,0.16641296787543852,0.19094433865515062,0.27540632129133136,0.23246640062782375,0.15030164494660297,0.10929835873324716,0.2110947537839181,0.19696592245879269,0.20152652090467849,0.2892509083761719,0.1776005572610212,0.2238892646551083,0.2143071214485828,0.2338743418854544,0.2754078587591328,0.18021298584382792,0.1935449751100199,0.1643581248044511
BPCL.NS,0.3072740035229287,0.20799716764715664,0.20817217227879778,0.2706463302289766,0.18082656714654333,1.0,0.3711517233785887,0.253093240729885,0.2935496313338101,0.34916696526172614,0.2369204168205149,0.7640993425424244,0.7439112471972297,0.2758659826197973,0.2851991522057815,0.36460963414438924,0.29747717378012234,0.20611792779382054,0.2501451819741844,0.31562507057644695,0.42779594256374187,0.2309374249082513,0.2607643771801356,0.2865246169091632,0.35795039728653416,0.30186231886185255,0.2908519551427237,0.2809231370236856,0.25036663767012807
COALINDIA.NS,0.21425556278591962,0.16254627933006052,0.24463802026293505,0.1879547042785065,0.15271563886190423,0.3711517233785887,1.0,0.20732469608109325,0.2805563889179059,0.287342424796797,0.4246596139100216,0.32789937936061725,0.44866261310104855,0.417820143956204,0.41689543425656356,0.49233007002090534,0.4701039341943687,0.10831511783864538,0.21642585431933578,0.35647660967326833,0.5099799470202743,0.19127122195034443,0.304118843254547,0.3748696459660006,0.4591544918811364,0.48894219802166156,0.14540138903741498,0.3536758337617005,0.4426423656587128
DALBHARAT.NS,0.4864003616149914,0.1911870328107882,0.2477191330442713,0.4478621135872722,0.21488158844591837,0.253093240729885,0.20732469608109325,1.0,0.3891899975212733,0.500434649487145,0.3026460174702425,0.19743517290448026,0.25588968594301426,0.3710787255203678,0.32870457992282776,0.24680504658212385,0.09134326227340527,0.3241723315829574,0.31964594204671076,0.24697665874699587,0.36961713357076786,0.43306851638239535,0.37845197710770134,0.3154656649418407,0.3127717332610417,0.35741671552379006,0.5450301401925512,0.34861372455831224,0.29165493386543456
DEEPAKNTR.NS,0.28902544027294347,0.13649374080174906,0.23741883753508672,0.2556473630894394,0.31060280960687525,0.2935496313338101,0.2805563889179059,0.3891899975212733,1.0,0.34284854953694527,0.27743761623168145,0.22716122483983636,0.2805863936802337,0.35430892164806344,0.31096046486208617,0.2705420030344005,0.18456801273553655,0.338612551440008,0.40830716941610185,0.30046680024128253,0.392529143266731,0.23840561038407973,0.5592393291876521,0.49623490771060397,0.36149948812597377,0.35090668705115957,0.3218543931654215,0.3951958103446844,0.3055118340451228
GRASIM.NS,0.4744804760366766,0.20697904871744932,0.2563950267208023,0.4155593577373554,0.20434720517941424,0.34916696526172614,0.287342424796797,0.500434649487145,0.34284854953694527,1.0,0.397830051064415,0.2814955064152281,0.313872768572853,0.4098944208779405,0.46874292106283033,0.3123090230542927,0.17267146158654775,0.34819866916951275,0.3171324448176831,0.3568299835900304,0.4186976168513544,0.45963486410303206,0.3988463649979312,0.36789097981700425,0.3640399353749157,0.4131694497167447,0.6092536816060969,0.34749069831735857,0.3007971649579678
HINDALCO.NS,0.2906015393843685,0.19017622850465765,0.23095570193763842,0.2177131727786903,0.2236005203432108,0.2369204168205149,0.4246596139100216,0.3026460174702425,0.27743761623168145,0.397830051064415,1.0,0.19395958674949637,0.26762611883044796,0.6468460207773231,0.6453056886652244,0.3112041413858016,0.37319707072836533,0.1343402627123657,0.2507266173362001,0.3425746255566565,0.6573824820624351,0.2025851966369065,0.30639173364887246,0.39750200304161964,0.3848585980422786,0.71819383253904,0.2683212302626068,0.3991909452462566,0.5911117386962973
HINDPETRO.NS,0.2712615956317458,0.22589986485790167,0.18470056277391997,0.24814167309199955,0.16641296787543852,0.7640993425424244,0.32789937936061725,0.19743517290448026,0.22716122483983636,0.2814955064152281,0.19395958674949637,1.0,0.7259853836337059,0.23865274623544594,0.23643883312113204,0.27868507947893467,0.2786844594437584,0.18719028310357286,0.18065964935898815,0.23731587175431212,0.32824916688388234,0.17572294389001974,0.19656719028913547,0.23154737807013154,0.29098070112228674,0.2457299260712646,0.2001040037734601,0.24959539346445475,0.20718231406305393
IOC.NS,0.29436346549442327,0.21410072537057817,0.2199272783569417,0.28932650995187026,0.19094433865515062,0.7439112471972297,0.44866261310104855,0.25588968594301426,0.2805863936802337,0.313872768572853,0.26762611883044796,0.7259853836337059,1.0,0.2961078728915122,0.2908419489908062,0.4244953347957869,0.3887086952777443,0.23542234221775746,0.20214582811957912,0.31000081076283437,0.4599292620250754,0.18949729687855874,0.2669218294616117,0.31849765016255277,0.39918734643485454,0.3338130983974988,0.24072681752260167,0.2815020458127433,0.3148019677475743
JINDALSTEL.NS,0.3540263087201429,0.1866317753157472,0.2652674706377955,0.25891392798043045,0.27540632129133136,0.2758659826197973,0.417820143956204,0.3710787255203678,0.35430892164806344,0.4098944208779405,0.6468460207773231,0.23865274623544594,0.2961078728915122,1.0,0.772876198376988,0.34384081118697246,0.34875371977908814,0.15508931600341844,0.2626118525447643,0.3158473962699877,0.738442339561242,0.2463781375883675,0.33289230291845906,0.4188356240017681,0.4327879803729223,0.8139046070461113,0.324652802742886,0.41651149275118093,0.5476102214760675
