Date,ACC.NS,ADANIGREEN.NS,ADANIPOWER.NS,AMBUJACEM.NS,APLAPOLLO.NS,BPCL.NS,COALINDIA.NS,DALBHARAT.NS,DEEPAKNTR.NS,GRASIM.NS,HINDALCO.NS,HINDPETRO.NS,IOC.NS,JINDALSTEL.NS,JSWSTEEL.NS,NTPC.NS,ONGC.NS,PIDILITIND.NS,PIIND.NS,RELIANCE.NS,SAIL.NS,SHREECEM.NS,SRF.NS,TATACHEM.NS,TATAPOWER.NS,TATASTEEL.NS,ULTRACEMCO.NS,UPL.NS,VEDL.NS
2021-05-18,0.018915403159396157,0.048104310802931,0.0487656141427261,0.017416698667409802,-0.0002787451553290235,0.010761378601186845,-0.011541240246925426,0.02150695256668229,0.043075837141944344,-0.001040829031160452,0.0230184529279609,0.05089613914381222,0.03421207174562437,0.00891525581829184,0.004260255877974384,0.0049184634678636876,0.016062793266913778,0.0010834122626030354,0.015105478779156951,0.013980894205994177,0.010666661767459812,0.005344665190259841,0.00948887990697816,0.014103611516572833,0.018199708548972817,0.025013654718447218,0.018301164382404443,-0.0017530269371802483,0.02428544486225977
2021-05-19,-0.006568103970278967,0.03677127666366457,0.004894772303611746,0.006316133003481399,0.02622566094338007,-0.004469801758058322,0.036209327277352744,-0.011990240847413083,-0.010589237284886543,-0.001940956143254775,0.0029797733381568105,0.028825763791732847,0.015511443528936297,-0.04076026022356697,-0.01630059917852799,-0.0013389805860196194,-0.010389577560904415,0.014577686790601617,-0.06409383503743935,0.0045670387877363985,-0.02571622950960576,0.002108772753271761,-0.002086994135633637,-0.0023134270707322324,-0.010496235993757416,-0.013437278870412708,-0.013894353628142142,0.016435611491726006,-0.009855514904104475
2021-05-20,0.015906053775755248,0.020060335315726124,-0.02271705642893922,0.007370853755819236,-0.016946515960229464,0.01853031924182418,-0.034844563731390346,0.010971183183833189,-0.0006761389004262339,-0.010452345546208889,-0.04591802665686189,-0.023556645429436366,-0.023597107936709893,-0.05056370357511695,-0.016210521431081367,-0.001788023074037674,-0.027350635318357755,0.007829997242167935,0.005913450676208933,-0.005850643845713727,-0.05720425107626089,-0.0008119938233029418,0.003571650218445753,-0.007679684700324723,-0.012548443900186309,-0.052186586505934815,0.0019260986504368344,-0.018908113820118703,-0.024710506307625797
2021-05-21,0.0036193589772078164,0.023637693647149734,0.00994043985602775,0.004521078426940648,-0.01087392892203174,0.013648750608221127,0.003743541397470949,0.00894228921928448,-0.006814936743843659,-0.002475424903900297,0.011871080956900546,0.03648826698686683,-0.0038278699003977896,0.005222536012119095,0.005313417739392797,0.009795144865926364,0.008461405034677318,0.021436473583614717,-0.008191197228986855,0.00860098626508174,0.0045184516261418785,0.004073785687752363,0.00231207608051208,0.0012722351216380935,0.018764106815890417,0.007258348206980077,0.009650820458786749,0.01596305934438645,-0.00782591830397931
2021-05-24,0.009722230961291349,0.04643429658158711,-0.0004946368835543344,0.014668691886613627,0.00019940136521699557,0.025271658610806543,0.011482565901853108,0.025638738255859026,0.014087522663121167,-0.0008021519250251419,-0.0012834564346259824,0.02942172213029221,0.04819649525534242,-0.013233649395375718,-0.02428271159814936,0.0004431198965393191,0.0026572295134204013,0.040571173885077826,-0.006314992699673665,-0.008475075036234762,0.02229071538842577,-0.026162398909902584,-0.00656997616658169,-0.0008478866121100896,0.022621180525150948,-0.019137961500750474,-0.011394091031851737,0.012108187573619544,0.004739285127555455
2021-05-25,-0.01178523128151944,-0.034916788706218234,-0.006453251594476917,-0.012028071146349571,0.014535156875921483,0.0032726748377363674,-0.00978567194848927,-0.010327414596768702,0.010132253331515993,0.0030229449497565972,0.004868762717309592,0.012572269136012972,0.007736110558622559,0.024333952587848234,0.027999670893259384,0.0035366794665799032,0.013617529268067065,-0.004549364895289161,0.005359537509501637,-0.011395917429844095,-0.006433552118364533,0.004897113492053913,0.003169821516758734,-0.005387403827797446,0.001396980847569993,0.0120153505622437,-0.0008841552803086674,0.00920565429596925,-0.0038261760265534714
2021-05-26,0.008251584250481763,-0.03851031338080349,-0.011520302888325996,0.00247921619389422,-0.017771859395078454,-0.004648191454433559,-0.011939453553287934,-0.007314692597841831,-0.011420099755140798,0.024783117935044254,-0.026419678255250337,-0.013627059748073435,0.015294836551709946,-0.04464689745905844,-0.026899659548281534,-0.019608452381296736,-0.010967424760756982,0.024709829071780504,-0.0013858999497351316,0.003508554651976327,-0.042857677274770856,0.0013285645854666814,0.0017325698708407016,-0.005202265936624346,-0.012643644782728267,-0.02107659219582044,0.003699336598667374,0.019823501924800934,-0.01860955940645597
2021-05-27,0.011414122320918084,0.0015802784883014527,-0.04218730978857907,0.021433779460956322,0.04250963488541877,-0.00925490017831787,-0.007924221640673608,-0.01341830952833855,-0.011013692468129268,0.005483736852178768,0.012649333669121767,-0.013636992175928144,-0.01574829365714714,0.012743890701460538,-0.0005132192420366825,-0.007226813481019273,-0.013321652279285322,-0.0020956675742043133,0.020572639422189946,0.0030662672586793675,0.02904761288447325,0.03586115685183685,0.00901831531152176,-0.011569981385013715,0.0023535332526827225,0.013310398065005372,0.01393543510684233,0.00876054600185041,-0.004286520926949408
2021-05-28,-0.007376659130762889,-0.022071918528196902,-0.03420969191770944,-0.013572549664244158,-0.004344038538666608,0.0077714437211765545,0.016126561884511195,-0.02499333243093478,0.016294329157789247,0.03351459867747725,0.004912108631474415,0.0008911233847503142,-0.003634570028036446,0.0031607573342935596,0.011591964016105741,-0.012315043835615037,0.004460242617948292,-0.0180162689821586,-0.0024334366128054216,0.05833286556002737,-0.011104367830826018,-0.014750449131159154,0.002474132546158039,0.023995996226914534,-0.009447476764622183,0.006226758499605684,-0.011264656143411543,-0.009868658402644368,-0.005431343728090184
2021-05-31,0.0003021932976153933,0.0233343264851598,0.005963726657368262,0.0035251318644308662,0.0025395176352699896,0.0010597153662183676,0.005431063858615237,-0.006269225486600965,-0.004972408614301776,0.0039160794761457,0.016624397038963856,-0.0033906170276177174,-0.0054770641076464545,0.02763778531783285,0.030130195908517725,0.014126472213822693,0.011504674927788094,0.01472130464599678,0.003313291930413015,0.030789004366572864,0.04606885437995114,-0.002791762690319217,-0.00036080449007426166,-0.006655328004473571,0.010387282238532447,0.019873819167471732,0.01645851845068324,0.0041800182203933,0.0294220555462842
